UOA_Angus_1	GCA_003369685.2		Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		Chromosome	2018-11-30	PUFT02	1435
mPhaCin1.pri	GCA_003287225.3		Phascolarctos cinereus					Bilbo 61053	female		Chromosome	2025-12-17	POVN03	1235
ASM_NN_V1	GCA_020171115.1	GCF_020171115.1	Neogale vison					M4711	female		Chromosome	2021-09-29	JAIAWX01	182
mSarHar1.11	GCA_902635505.1	GCF_902635505.1	Sarcophilus harrisii								Chromosome	2019-11-07	CACPPN01	105
Bangor_MerUng_6.1	GCA_030254825.1	GCF_030254825.1	Meriones unguiculatus		TT.TT164.6M				male		Chromosome	2023-06-12	JAODIK01	193
VulVul3	GCA_048418805.1	GCF_048418805.1	Vulpes vulpes					BD-2025	female		Chromosome	2025-03-05	JBKIPQ01	289
mLoxAfr1.hap2	GCA_030014295.1	GCF_030014295.1	Loxodonta africana					mLoxAfr1	male		Chromosome	2023-05-16	JASCQR01	879
MJ_LKY	GCA_040802235.1	GCF_040802235.1	Manis javanica					MJ-LG	male		Chromosome	2024-07-22	JBFMMM01	62
UrsArc2.0	GCA_023065955.2	GCF_023065955.2	Ursus arctos				North America	Adak	male		Chromosome	2023-05-22	JALAAU02	361
mRanTar1.h1.1	GCA_949782905.1		Rangifer tarandus platyrhynchus							Annotation submitted by EBP Norway	Chromosome	2023-04-20	CATKSN02	1395
YUN_Gayal_1	GCA_043643345.1		Bos frontalis	Chinese Gayal					male		Chromosome	2024-10-24	JBIDEE01	1068
mDasNov1.1.hap2	GCA_030445035.2	GCF_030445035.2	Dasypus novemcinctus					mDasNov1	male		Chromosome	2023-07-13	JAUJUA01	545
UCI_PerLeu_2.1	GCA_004664715.2	GCF_004664715.2	Peromyscus leucopus	LL Stock					female		Chromosome	2020-10-02	NMRJ02	1856
mOrnAna1.pri.v4	GCA_004115215.4	GCF_004115215.2	Ornithorhynchus anatinus					Pmale09	male		Chromosome	2020-11-06	RZJT02	321
ASM756505v1	GCA_007565055.1	GCF_007565055.1	Rhinopithecus roxellana					Shanxi Qingling	male		Chromosome	2019-07-29	VMRL01	3256
NHGRI_mPonAbe1-v2.1_pri	GCA_028885655.3	GCF_028885655.2	Pongo abelii					AG06213	male		Chromosome	2024-01-05	JAQQLQ02	29
ASM2989020v1	GCA_029890205.1		Acomys cahirinus					Evolution Canyon			Chromosome	2023-05-01	JAJTCZ01	34
NWIPB_WYAK_1.1	GCA_027580195.2	GCF_027580195.1	Bos mutus					GX-2022	male		Chromosome	2023-01-09	JANCMR01	2039
mRouAeg1.pri	GCA_014176215.2		Rousettus aegyptiacus					mRouAeg1	male		Chromosome	2025-12-17	JACASE02	27
M.murinus_Inina_mat1.0	GCA_040939455.2	GCF_040939455.1	Microcebus murinus					Inina	female		Chromosome	2025-06-05	JBBJCL02	124
VMU_Ajub_asm_v1.0	GCA_027475565.2	GCF_027475565.1	Acinonyx jubatus					Ajub_Pintada_27869175	female		Chromosome	2022-12-28	JANJSO01	195
ASM1834538v1	GCA_018345385.1	GCF_018345385.1	Vulpes lagopus		Blue_001				female		Chromosome	2021-05-12	JADWOQ01	928
mManPen7.hap1	GCA_030020395.1	GCF_030020395.1	Manis pentadactyla					mManPen7	male		Chromosome	2023-05-23	JASFZP01	661
mMunRee1.2	GCA_963930625.2		Muntiacus reevesi								Chromosome	2026-02-01	CAWVNM02	241
mCerEla1.1	GCA_910594005.1	GCF_910594005.1	Cervus elaphus								Chromosome	2021-07-07	CAJVBL01	144
CAU_O.ammon polii_1.0	GCA_028583565.1		Ovis ammon polii					CAU-MHL-2022a	male	Annotation submitted by China Agricultural University	Chromosome	2023-02-10	JAKZEL01	62
P.leo_Ple1_pat1.1	GCA_018350215.1	GCF_018350215.1	Panthera leo					Ple1	male		Chromosome	2021-05-13	JAEQMX01	53
ASM4730177v1	GCA_047301775.1		Sigmodon hispidus					SQ-2024	female		Chromosome	2025-01-30	JBIUDE01	39
mPumCon1.1.hap2	GCA_028749965.4	GCF_028749965.1	Puma concolor					L17-30	male		Chromosome	2023-08-04	JAQJWA02	207
mUroPar1.hap1	GCA_045843805.1	GCF_045843805.1	Urocitellus parryii					mUroPar1	male	GCA_045843805.1-GB_2025_08_01	Chromosome	2024-12-13	JBISEK01	2529
mTacAcu1.pri	GCA_015852505.1	GCF_015852505.1	Tachyglossus aculeatus					mTacAcu1	male		Chromosome	2020-12-09	JADRJE01	310
HLdesRot8A.1	GCA_022682495.2	GCF_022682495.2	Desmodus rotundus					HL8	male		Chromosome	2022-03-24	JAKFFZ01	573
ASM283717v5	GCA_002837175.5	GCF_002837175.3	Physeter macrocephalus					SW-GA	female		Chromosome	2023-02-28	PGGR02	12168
Ovbor_1.2	GCA_023699985.4	GCF_023699985.2	Odocoileus virginianus				Illinois	20LAN1187	male		Chromosome	2024-10-17	JAJQKH02	480
Fcat_Pben_1.1_paternal_pri	GCA_016509475.2	GCF_016509475.1	Prionailurus bengalensis					Pbe53	male		Chromosome	2021-01-06	JADZGN01	83
ASM5775595v1	GCA_057755955.1		Ursus thibetanus					BB1			Chromosome	2026-05-26	JBYDFY01	234
NHGRI_mPanPan1-v2.1_pri	GCA_029289425.3	GCF_029289425.2	Pan paniscus						male		Chromosome	2024-08-13	JARIFH02	30
mEscRob2.pri	GCA_028021215.1	GCF_028021215.1	Eschrichtius robustus					mEscRob2	male		Chromosome	2023-01-31	JAQMHY01	703
Asia_NLE_v1	GCA_006542625.1	GCF_006542625.1	Nomascus leucogenys					Asia	female		Chromosome	2019-07-02	VIFL01	2376
ARS-UI_OviCan_v2	GCA_042477335.2	GCF_042477335.2	Ovis canadensis	Bighorn				MfBH-ARS-UI-01	male		Chromosome	2024-10-18	JBGCUV01	41
BYU_Ohem_2021	GCA_020976825.1		Odocoileus hemionus					AT2021a	female		Chromosome	2021-11-30	JAJLRB01	5513
ASM3577323v1	GCA_035773235.1		Eospalax fontanierii					ZH209-6			Chromosome	2024-01-24	JAJHUQ01	87
Smur_1.0	GCA_055769025.1		Suncus murinus				China				Chromosome	2026-03-10	JBTWHV01	1236
PCC_UOA_SB_1v2	GCA_029407905.2	GCF_029407905.1	Bubalus kerabau	swamp buffalo			Philippines	K-KA32	female		Chromosome	2023-03-31	JARFXY01	115
ASM4372806v1	GCA_043728065.1		Rhinolophus affinis				China	20211001_DDa	male	GCA_043728065.1-GB_2025_10_23	Chromosome	2024-10-24	JARCLV01	2193
mCasCan1.hap1v2	GCA_047511655.2	GCF_047511655.1	Castor canadensis					mCasCan1	female		Chromosome	2025-02-10	JBLFKA01	181
mMarFla1.hap1	GCA_047511675.1	GCF_047511675.1	Marmota flaviventris					mMarFla1	male		Chromosome	2025-02-10	JBLFKC01	813
mOrcOrc1.1	GCA_937001465.1	GCF_937001465.1	Orcinus orca								Chromosome	2022-05-03	CAKZJT01	447
mKogBre1 haplotype 1	GCA_026419965.1	GCF_026419965.1	Kogia breviceps					mKogBre1	female		Chromosome	2022-11-27	JAPMIF01	580
Cla-1	GCA_034620425.1		Canis latrans					coyote_06102	female		Chromosome	2023-12-27	JARVCQ01	120
LycPic1.final.hap2	GCA_040955705.1		Lycaon pictus					LycPic1	male	GCA_040955705.1-GB_2025_09_23	Chromosome	2024-08-01	JBCEDD01	76
ASM4183430v1	GCA_041834305.1		Megaptera novaeangliae					KW2013002		GCA_041834305.1-GB_2025_09_25	Chromosome	2024-09-09	JBGMDX01	1355
mMinSch1.hap1.2	GCA_964146895.2	GCF_964146895.1	Miniopterus schreibersii								Chromosome	2025-04-05	CAXLBM02	185
EquPr2	GCA_037783145.1	GCF_037783145.1	Equus przewalskii					Varuska	female		Chromosome	2024-04-01	JAZHEL01	2146
ARS_UOA_Gaur_1.1	GCA_014182915.2		Bos gaurus					Gaur_Henry_Doorly_Zoo_5443	female		Chromosome	2020-08-14	JACAOC01	634
ASM3006807v1	GCA_030068075.1		Paguma larvata	domesticated				MPC1	female		Chromosome	2023-06-05	JAINVK01	1500
mMyoMyo1.pri	GCA_014108235.2		Myotis myotis					mMyoMyo1	female		Chromosome	2026-01-22	JABWUV02	50
mOchPri1.hap1	GCA_030435755.1	GCF_030435755.1	Ochotona princeps					mOchPri1	male		Chromosome	2023-07-13	JAUDYK01	5864
mSorAra2.pri	GCA_027595985.1	GCF_027595985.1	Sorex araneus					mSorAra2	male		Chromosome	2023-01-09	JAQBIA01	65
CapAeg_1.0	GCA_000978405.1		Capra aegagrus					BamuBGIKM			Chromosome	2015-04-24	JXYW01	89498
ASM2315922v1	GCA_023159225.1	GCF_023159225.1	Perognathus longimembris pacificus					PPM17	male		Chromosome	2022-04-27	JALGBO01	6180
UCLA_HA_Equagga_1.0	GCA_021613505.1	GCF_021613505.1	Equus quagga					Etosha38			Chromosome	2022-01-31	JAKJSB01	12506
ASM5651232v1	GCA_056512325.1		Marmota himalayana					wild-10			Chromosome	2026-04-01	JBWIDY01	76
DD_mTadBra1_pri	GCA_030848825.1		Tadarida brasiliensis					mTadBra1	male	GCA_030848825.1-GB_2025_08_12	Chromosome	2023-08-22	JAUMIU01	147
mMelMel3.2 paternal haplotype	GCA_922984935.2	GCF_922984935.2	Meles meles								Chromosome	2022-03-23	CAKLPM02	537
ARS_UNL_BGru_maternal_1.0_p	GCA_009493645.1		Bos grunniens x Bos taurus					Esperanza	female		Chromosome	2019-11-04	VLPI01	484
ASM5547110v1	GCA_055471105.1		Lepus americanus					Miyamoto	male		Chromosome	2026-02-24	JBUQDJ01	312
DD_ASM_mEF_20220401	GCA_027574615.1	GCF_027574615.1	Eptesicus fuscus					TK198812	male		Chromosome	2023-01-09	JANZWY01	48
mCasFib1.1	GCA_977036005.1		Castor fiber								Chromosome	2025-11-13	CDRQKO01	227
ASM3656204v1	GCA_036562045.1	GCF_036562045.2	Rhinolophus sinicus					RSC01	male		Chromosome	2024-06-26	JAYKMD01	454
mPanOnc1 haplotype 2	GCA_046562875.2	GCF_046562875.1	Panthera onca					mPanOnc1	male		Chromosome	2025-01-08	JBKGDX01	85
mZalCal1.pri.v2	GCA_009762305.2	GCF_009762305.2	Zalophus californianus					mZalCal1	male		Chromosome	2020-07-14	WPOA02	46
mLemCat1.pri	GCA_020740605.1	GCF_020740605.2	Lemur catta					mLemCat1	male		Chromosome	2021-11-04	JAJGPY01	184
mLutLut1.2	GCA_902655055.2	GCF_902655055.1	Lutra lutra								Chromosome	2020-07-31	CACRWI02	43
mIaxIox2.hap1	GCA_054824925.1		Ia io					mIaxIox2	male		Chromosome	2026-01-29	JBTBFB01	377
mMonMon2.pri	GCA_005190385.4		Monodon monoceros				Baffin Bay Population	NGI	male	GCA_005190385.4-GB_2026_03_30	Chromosome	2026-01-23	SIHG03	90
mPipPip2.hap1.2	GCA_965203405.2		Pipistrellus pipistrellus								Chromosome	2025-04-09	CBDBGN02	241
mSciCar1.2	GCA_902686445.2	GCF_902686445.1	Sciurus carolinensis								Chromosome	2020-07-31	CACRXI02	752
mArvNil1.pat.X	GCA_011762505.3	GCF_011762505.2	Arvicanthis niloticus					mArvNil1	male		Chromosome	2025-01-29	JAAOMG01	1595
SPRET_EiJ_v3	GCA_921997135.2		Mus spretus								Chromosome	2022-06-30	CAKLHJ02	138
mLepTim1.1_pri	GCA_040893245.2		Lepus timidus								Chromosome	2024-07-26	JBEDNT01	84
mTriVul1.pri	GCA_011100635.1	GCF_011100635.1	Trichosurus vulpecula					mTriVul1	male		Chromosome	2020-03-10	JAANDE01	211
mPhoPho1.1	GCA_963924675.1	GCF_963924675.1	Phocoena phocoena								Chromosome	2024-01-29	CAWUQR01	439
mBalPhy2.hap1.1	GCA_965194825.1	GCF_965194825.1	Balaenoptera physalus								Chromosome	2025-03-10	CBDAEZ01	2611
MUSNIG.SB6536	GCA_022355385.1	GCF_022355385.1	Mustela nigripes					SB6536	male		Chromosome	2022-02-24	JABTCS01	20574
meerkat_22Aug2017_6uvM2_HiC	GCA_006229205.1	GCF_006229205.1	Suricata suricatta					VVHF042			Chromosome	2019-07-03	VCRZ01	63791
mBalAcu1.1	GCA_949987535.1	GCF_949987535.1	Balaenoptera acutorostrata								Chromosome	2023-05-01	CATLKF01	1374
mHipAmp2.hap2	GCA_030028045.1	GCF_030028045.1	Hippopotamus amphibius kiboko					mHipAmp2	female		Chromosome	2023-05-18	JASFZL01	356
ASM2454274v1	GCA_024542745.1	GCF_024542745.1	Macaca thibetana thibetana					TM-01	male		Chromosome	2022-08-09	JANHGW01	623
mTamHud3.hap1	GCA_057657825.1		Tamiasciurus hudsonicus					mTamHud3	female		Chromosome	2026-05-15	JBXXPO01	140
NWIPB_Pahodg_1.0	GCA_040182635.1		Pantholops hodgsonii					TAntelope-BX-2024	male		Chromosome	2024-06-17	JBBYXG01	540
ASM5485964v1	GCA_054859645.1		Tapirus indicus					ZXF-2023			Chromosome	2026-01-30	JAWJZD01	114
ASM4423182v1	GCA_044231825.1		Addax nasomaculatus					NWPU_XJL	female		Chromosome	2024-11-04	JAVHYU01	2643
ASM3311817v2	GCA_033118175.2	GCF_033118175.1	Dama dama					Ldn47	male		Chromosome	2024-10-18	JASJUW01	284
mMarVan1_p1.2	GCA_040207255.2		Marmota vancouverensis					VancouverIslandMarmot03	male		Chromosome	2026-05-15	JBDUGT02	164
mDugDug1.hap1	GCA_030035585.1		Dugong dugon					mDugDug1	female	GCA_030035585.1-GB_2025_10_02	Chromosome	2023-05-18	JASCZL01	198
mAxiPor1.hap1	GCA_054883215.1		Axis porcinus					mAxiPor1	male		Chromosome	2026-01-30	JBTXHO01	719
mNeoNeb1.pri	GCA_028018385.1	GCF_028018385.1	Neofelis nebulosa					mNeoNeb1	male		Chromosome	2023-01-31	JAQMCS01	33
ARS-OSU_banteng_1.0	GCA_032452875.1	GCF_032452875.1	Bos javanicus	banteng					male		Chromosome	2023-10-11	JAVLEU01	1517
mLepEur2.pri	GCA_033115175.1	GCF_033115175.1	Lepus europaeus					LE1	male		Chromosome	2023-10-31	JAVHNT01	650
CAU_Oori_1.0	GCA_014523465.1		Ovis orientalis		Amuf_v1				female		Chromosome	2020-09-11	JACSDQ01	128
DD_ASM_mAP_20210503	GCA_027563665.2		Antrozous pallidus					TK200870	male	GCA_027563665-GB_2025_12_03	Chromosome	2026-05-11	JAOAOB02	88
mNycCou1.pri	GCA_027406575.1	GCF_027406575.1	Nycticebus coucang					mNycCou1	male		Chromosome	2022-12-28	JAPZEE01	84
mDroGli1.pri	GCA_019393635.1	GCF_019393635.1	Dromiciops gliroides					mDroGli1	female		Chromosome	2021-08-03	JAHYBR01	17
P.lotor_Micro_v1.0	GCA_055474045.1		Procyon lotor					Micro	female		Chromosome	2026-02-24	JAKROE01	167
IOZCAS_Dsag_1.1	GCA_036346955.1		Dipus sagitta				halli	NM19106	female		Chromosome	2024-02-05	JAEEGE01	487
mJacJac1.mat.Y.cur	GCA_020740685.1	GCF_020740685.1	Jaculus jaculus					mJacJac1	male		Chromosome	2021-11-04	JAJGSA01	159
mChoDid1.pri	GCA_015220235.1	GCF_015220235.1	Choloepus didactylus					mChoDid1	male		Chromosome	2020-11-03	JADCNF01	145
mSciVul1.2	GCA_902686455.2	GCF_902686455.1	Sciurus vulgaris								Chromosome	2020-07-31	CACRXJ02	638
mPhyDis1.pri.v3	GCA_004126475.3	GCF_004126475.2	Phyllostomus discolor					MPI-MPIP mPhyDis1	male		Chromosome	2020-05-12	RXPA02	77
mBalMus1.pri.v3	GCA_009873245.3	GCF_009873245.2	Balaenoptera musculus					JJ_BM4_2016_0621	male		Chromosome	2020-10-02	VNFC03	105
ASM4783464v1	GCA_047834645.1		Nasalis larvatus					XQ-2022a	male	Annotation submitted by Northwest University	Chromosome	2025-02-18	JBLOOW01	933
mDelDel1.2	GCA_949987515.2	GCF_949987515.2	Delphinus delphis								Chromosome	2024-09-07	CATLKE02	630
mGraGri1.hap1.1	GCA_964374135.1	GCF_964374135.1	Grampus griseus								Chromosome	2024-11-29	CAYJXX01	1145
mEriEur2.1	GCA_950295315.1	GCF_950295315.1	Erinaceus europaeus								Chromosome	2023-05-01	CATNUA01	1174
ASM1932006v1	GCA_019320065.1	GCF_019320065.1	Cervus canadensis					Bull #8, Minnesota	male		Chromosome	2021-07-26	JACTMD01	185
Puncia_PCG_1.0	GCA_023721935.1	GCF_023721935.1	Panthera uncia					11264	female		Chromosome	2022-06-16	JAJAOB01	2635
mMusNiv2.hap1.1	GCA_964662115.1	GCF_964662115.1	Mustela nivalis								Chromosome	2025-01-03	CBAAEQ01	3179
mSaiBol1.pri	GCA_048565385.1	GCF_048565385.1	Saimiri boliviensis					mSaiBol1	male		Chromosome	2025-03-12	JBLWOU01	62
mDicBic1.mat.cur	GCA_020826845.1	GCF_020826845.1	Diceros bicornis minor					mBicDic1	female		Chromosome	2021-11-10	JAJIAY01	1075
mDicSum1.hap1	GCA_060039915.1		Dicerorhinus sumatrensis sumatrensis					mDicSum1	male		Chromosome	2026-08-12	JCAJRG01	403
OtoMan_p1.0	GCA_028564725.2		Otocolobus manul					Tater	male		Chromosome	2023-11-27	JAQHUJ01	23
ASM3183507v1	GCA_031835075.1		Saguinus oedipus					B95-8	male	Annotation submitted by The Ohio State University	Chromosome	2023-09-25	JASSZA01	439
ASM5353835v2	GCA_053538355.2		Rousettus leschenaultii					GML-RouLes	male		Chromosome	2026-03-20	JBRKBD02	74
ASM3001541v1	GCA_030015415.1		Cynopterus sphinx					CYSPWHU	female		Chromosome	2023-05-16	JAKZJJ01	181
mMusLut2.pri	GCA_030435805.1	GCF_030435805.1	Mustela lutreola					mMusLut2	male		Chromosome	2023-07-13	JAUCGO01	25
mHetBru1.pri	GCA_028571685.1		Heterohyrax brucei					mHetBru1	male	GCA_028571685.1-GB_2026_01_08	Chromosome	2023-02-10	JAQRHT01	62
CAU_F1_maternal_1.0	GCA_023701675.1		Ovis ammon polii x Ovis aries					F1 hybrid	male	Annotation submitted by China Agricultural University	Chromosome	2022-06-10	JALAIW01	337
mRupRup1.1	GCA_963981305.1		Rupicapra rupicapra								Chromosome	2024-03-10	CAXCFB01	75
ASM5485949v1	GCA_054859495.1		Tapirus terrestris					DDM	male		Chromosome	2026-01-30	JBNVTR01	50
UM_Priviv_1.0	GCA_022837055.1	GCF_022837055.1	Prionailurus viverrinus					Anna	female		Chromosome	2022-04-08	JALEAK01	191
ASM2941059v1	GCA_029410595.1		Martes flavigula					Sichuan	male		Chromosome	2023-03-27	JAODOS01	128
Takin1.1	GCA_023091745.2	GCF_023091745.1	Budorcas taxicolor					Tak-1	male		Chromosome	2022-04-22	JAKGDW01	1362
ASM4291946v1	GCA_042919465.1		Scaptochirus moschatus					CL_2024	male		Chromosome	2024-10-15	JBFCTN01	255
ASM4372783v1	GCA_043727835.1		Aselliscus stoliczkanus				China	2021113_DDA	male	GCA_043727835.1-GB_2025_08_08	Chromosome	2024-10-24	JARPMH01	74
Uoulu_pteVol_1.0	GCA_051107445.1		Pteromys volans					PV54	male		Chromosome	2025-06-26	JBFSHP01	637
UCinereo1.0	GCA_032313775.1		Urocyon cinereoargenteus				Vermont	ataVT051	male		Chromosome	2023-10-04	JAVLSZ01	898
mEquGre1.hap2	GCA_057877195.1		Equus grevyi					mEquGre1	female		Chromosome	2026-06-03	JBXADC01	274
mMopCon1.pri	GCA_043748645.2		Mops condylurus				Cote d'Ivoire	20210831_DDa	male		Chromosome	2026-05-15	JARPMO02	34
HLeliQue1A	GCA_051143605.1		Eliomys quercinus				Western European	TS-2025a			Chromosome	2025-06-30	JBOITW01	180
mCriCri2.1	GCA_964304595.1		Cricetus cricetus								Chromosome	2024-11-06	CAYAQO01	48
mMicPen1.hap1	GCA_037038515.1	GCF_037038515.1	Microtus pennsylvanicus					mMicPen1	male		Chromosome	2024-03-06	JBANDQ01	180
WHU_Tmel_v1	GCA_044509165.1		Taphozous melanopogon					203096	male		Chromosome	2024-11-06	JBBMOG01	26
NWIPB_Pralbi_1.0	GCA_046563475.2		Cervus albirostris					WLD_BCL_ZDX	male		Chromosome	2025-01-08	JBEFZJ01	1972
mIniGeo1.hap1	GCA_036417435.1		Inia geoffrensis					mIniGeo1	male	GCA_036417435.1-GB_2026_01_11	Chromosome	2024-02-06	JAZAQT01	902
mEubGla1.1.hap2.+ XY	GCA_028564815.2	GCF_028564815.1	Eubalaena glacialis					mEubGla1	male		Chromosome	2023-02-09	JAQRBK01	788
mMusErm1.Pri	GCA_009829155.1	GCF_009829155.1	Mustela erminea					mMusErm1	male		Chromosome	2020-01-03	WNLY01	93
mHipLar1.pri	GCA_031876335.1		Hipposideros larvatus					mHipLar1	female	GCA_031876335.1-GB_2025_10_17	Chromosome	2023-09-25	JAVKSA01	69
ASM3987782v1	GCA_039877825.1		Muntiacus vaginalis					HNJ_1	female		Chromosome	2024-05-29	JBDIXW01	329
