qseqid	sseqid	sstart	send	sstrand	pident	qcovs	source_file	adjusted_start	adjusted_end
NC_027117.1_env_10	gb|CM040274.1|	120837662	120836573	minus	99.266	100	GCA_022682395.2_derv_env	120836073	120838162
NC_027117.1_gag_4	gb|CM040274.1|	120840935	120838749	minus	98.994	100	GCA_022682395.2_derv_gag	120838249	120841435
NC_027117.1_complete	gb|CM040274.1|	198152766	198158880	plus	98.776	82	GCA_022682395.2_derv_complete	198152266	198159380
NC_027117.1_gag_4	gb|CM040274.1|	198153330	198155516	plus	99.36	100	GCA_022682395.2_derv_gag	198152830	198156016
NC_027117.1_pol_8	gb|CM040274.1|	198156505	198158880	plus	99.158	100	GCA_022682395.2_derv_pol	198156005	198159380
NC_027117.1_env_10	gb|CM040274.1|	198158873	198159840	plus	98.967	100	GCA_022682395.2_derv_env	198158373	198160340
NC_027117.1_env_10	gb|CM040275.1|	141088749	141087660	minus	99.541	62	GCA_022682395.2_derv_env	141087160	141089249
NC_027117.1_gag_4	gb|CM040275.1|	141092018	141089831	minus	99.223	100	GCA_022682395.2_derv_gag	141089331	141092518
NC_027117.1_env_10	gb|CM040276.1|	68792480	68791391	minus	99.541	62	GCA_022682395.2_derv_env	68790891	68792980
NC_027117.1_gag_4	gb|CM040276.1|	68795748	68793562	minus	99.634	100	GCA_022682395.2_derv_gag	68793062	68796248
NC_027117.1_env_10	gb|CM040276.1|	84225885	84224809	minus	97.798	62	GCA_022682395.2_derv_env	84224309	84226385
NC_027117.1_gag_4	gb|CM040276.1|	84229152	84226967	minus	99.177	100	GCA_022682395.2_derv_gag	84226467	84229652
NC_027117.1_env_10	gb|CM040276.1|	180083318	180082247	minus	98.433	62	GCA_022682395.2_derv_env	180081747	180083818
NC_027117.1_gag_4	gb|CM040276.1|	180086257	180084072	minus	99.406	100	GCA_022682395.2_derv_gag	180083572	180086757
NC_027117.1_gag_4	gb|CM040277.1|	16540652	16539486	minus	99.143	100	GCA_022682395.2_derv_gag	16538986	16541152
NC_027117.1_gag_4	gb|CM040277.1|	41873368	41875491	plus	99.294	100	GCA_022682395.2_derv_gag	41872868	41875991
NC_027117.1_env_10	gb|CM040277.1|	41875556	41877023	plus	98.978	83	GCA_022682395.2_derv_env	41875056	41877523
NC_027117.1_complete	gb|CM040277.1|	75487730	75494011	plus	98.417	60	GCA_022682395.2_derv_complete	75487230	75494511
NC_027117.1_gag_4	gb|CM040277.1|	75488266	75490452	plus	98.583	100	GCA_022682395.2_derv_gag	75487766	75490952
NC_027117.1_pol_8	gb|CM040277.1|	75491441	75493858	plus	99.793	100	GCA_022682395.2_derv_pol	75490941	75494358
NC_027117.1_env_10	gb|CM040277.1|	75494708	75495636	plus	98.816	83	GCA_022682395.2_derv_env	75494208	75496136
NC_027117.1_gag_4	gb|CM040277.1|	113266603	113268726	plus	99.341	100	GCA_022682395.2_derv_gag	113266103	113269226
NC_027117.1_env_10	gb|CM040277.1|	113268791	113270258	plus	99.114	83	GCA_022682395.2_derv_env	113268291	113270758
NC_027117.1_gag_4	gb|CM040277.1|	159009469	159007283	minus	99.406	100	GCA_022682395.2_derv_gag	159006783	159009969
NC_027117.1_env_10	gb|CM040277.1|	170274783	170273673	minus	97.48	83	GCA_022682395.2_derv_env	170273173	170275283
NC_027117.1_gag_4	gb|CM040278.1|	3053288	3055472	plus	99.223	100	GCA_022682395.2_derv_gag	3052788	3055972
NC_027117.1_env_10	gb|CM040278.1|	3056554	3057643	plus	99.725	62	GCA_022682395.2_derv_env	3056054	3058143
NC_027117.1_gag_4	gb|CM040278.1|	93032807	93034980	plus	98.172	100	GCA_022682395.2_derv_gag	93032307	93035480
NC_027117.1_env_10	gb|CM040278.1|	93036062	93037147	plus	99.355	62	GCA_022682395.2_derv_env	93035562	93037647
NC_027117.1_env_10	gb|CM040278.1|	165940998	165942087	plus	99.633	62	GCA_022682395.2_derv_env	165940498	165942587
NC_027117.1_gag_4	gb|CM040279.1|	18209516	18211702	plus	99.497	100	GCA_022682395.2_derv_gag	18209016	18212202
NC_027117.1_env_10	gb|CM040279.1|	18212784	18213873	plus	99.541	62	GCA_022682395.2_derv_env	18212284	18214373
NC_027117.1_env_10	gb|CM040279.1|	64514537	64513448	minus	99.633	62	GCA_022682395.2_derv_env	64512948	64515037
NC_027117.1_gag_4	gb|CM040279.1|	64517804	64515619	minus	99.406	100	GCA_022682395.2_derv_gag	64515119	64518304
NC_027117.1_env_10	gb|CM040279.1|	67990604	67989515	minus	99.817	62	GCA_022682395.2_derv_env	67989015	67991104
NC_027117.1_gag_4	gb|CM040279.1|	88226175	88228364	plus	99.361	100	GCA_022682395.2_derv_gag	88225675	88228864
NC_027117.1_env_10	gb|CM040279.1|	88229119	88230201	plus	99.355	62	GCA_022682395.2_derv_env	88228619	88230701
NC_027117.1_env_10	gb|CM040279.1|	140482677	140481593	minus	99.539	62	GCA_022682395.2_derv_env	140481093	140483177
NC_027117.1_gag_4	gb|CM040279.1|	140485616	140483431	minus	99.451	100	GCA_022682395.2_derv_gag	140482931	140486116
NC_027117.1_env_10	gb|CM040279.1|	140879008	140877919	minus	99.358	62	GCA_022682395.2_derv_env	140877419	140879508
NC_027117.1_env_10	gb|CM040279.1|	140888808	140887719	minus	99.358	62	GCA_022682395.2_derv_env	140887219	140889308
NC_027117.1_env_10	gb|CM040279.1|	140904394	140903305	minus	99.358	62	GCA_022682395.2_derv_env	140902805	140904894
NC_027117.1_gag_4	gb|CM040283.1|	24267921	24269591	plus	99.282	100	GCA_022682395.2_derv_gag	24267421	24270091
NC_027117.1_env_10	gb|CM040283.1|	24270673	24271762	plus	99.266	62	GCA_022682395.2_derv_env	24270173	24272262
NC_027117.1_env_10	gb|CM040283.1|	25384989	25383905	minus	99.447	62	GCA_022682395.2_derv_env	25383405	25385489
NC_027117.1_gag_4	gb|CM040283.1|	25387926	25385744	minus	99.406	100	GCA_022682395.2_derv_gag	25385244	25388426
NC_027117.1_env_10	gb|CM040283.1|	106899753	106900842	plus	99.266	62	GCA_022682395.2_derv_env	106899253	106901342
NC_027117.1_gag_4	gb|CM040283.1|	108220304	108222489	plus	99.634	100	GCA_022682395.2_derv_gag	108219804	108222989
NC_027117.1_env_10	gb|CM040283.1|	108223572	108224648	plus	98.257	62	GCA_022682395.2_derv_env	108223072	108225148
NC_027117.1_env_10	gb|CM040284.1|	13449585	13450669	plus	99.263	62	GCA_022682395.2_derv_env	13449085	13451169
NC_027117.1_env_10	gb|CM040284.1|	13452688	13453772	plus	99.263	62	GCA_022682395.2_derv_env	13452188	13454272
NC_027117.1_gag_4	gb|CM040284.1|	30541438	30539253	minus	99.36	100	GCA_022682395.2_derv_gag	30538753	30541938
NC_027117.1_env_10	gb|CM040284.1|	43686755	43685666	minus	99.45	62	GCA_022682395.2_derv_env	43685166	43687255
NC_027117.1_gag_4	gb|CM040284.1|	43690029	43687837	minus	99.043	100	GCA_022682395.2_derv_gag	43687337	43690529
NC_027117.1_env_10	gb|CM040284.1|	102550890	102551979	plus	99.358	62	GCA_022682395.2_derv_env	102550390	102552479
NC_027117.1_gag_4	gb|CM040286.1|	8747239	8749424	plus	99.497	100	GCA_022682395.2_derv_gag	8746739	8749924
NC_027117.1_env_10	gb|CM040286.1|	8750178	8751262	plus	99.171	62	GCA_022682395.2_derv_env	8749678	8751762
NC_027117.1_env_10	gb|CM040286.1|	22025283	22026372	plus	98.991	62	GCA_022682395.2_derv_env	22024783	22026872
NC_027117.1_gag_4	gb|CM040288.1|	5206811	5208996	plus	99.268	100	GCA_022682495.2_derv_gag	5206311	5209496
NC_027117.1_env_10	gb|CM040288.1|	5210078	5211168	plus	99.267	100	GCA_022682495.2_derv_env	5209578	5211668
NC_027117.1_env_10	gb|CM040288.1|	12489894	12488805	minus	99.358	100	GCA_022682495.2_derv_env	12488305	12490394
NC_027117.1_gag_4	gb|CM040288.1|	90151144	90153330	plus	98.994	100	GCA_022682495.2_derv_gag	90150644	90153830
NC_027117.1_env_10	gb|CM040288.1|	90154416	90155505	plus	99.266	100	GCA_022682495.2_derv_env	90153916	90156005
NC_027117.1_LTR_1	gb|CM040288.1|	121603015	121603405	plus	100.0	100	GCA_022682495.2_derv_ltr	121602515	121603905
NC_027117.1_gag_4	gb|CM040288.1|	121605220	121606629	plus	99.149	100	GCA_022682495.2_derv_gag	121604720	121607129
NC_027117.1_env_10	gb|CM040288.1|	121607549	121609336	plus	98.49	100	GCA_022682495.2_derv_env	121607049	121609836
NC_027117.1_LTR_12	gb|CM040288.1|	121609337	121610878	plus	98.9	100	GCA_022682495.2_derv_ltr	121608837	121611378
NC_027117.1_env_10	gb|CM040289.1|	10206835	10205746	minus	99.174	62	GCA_022682495.2_derv_env	10205246	10207335
NC_027117.1_gag_4	gb|CM040289.1|	47494321	47495487	plus	99.486	53	GCA_022682495.2_derv_gag	47493821	47495987
NC_027117.1_env_10	gb|CM040289.1|	176810005	176811094	plus	99.358	62	GCA_022682495.2_derv_env	176809505	176811594
NC_027117.1_env_10	gb|CM040290.1|	3839855	3838766	minus	99.174	62	GCA_022682495.2_derv_env	3838266	3840355
NC_027117.1_gag_4	gb|CM040290.1|	3843123	3840937	minus	99.817	100	GCA_022682495.2_derv_gag	3840437	3843623
NC_027117.1_env_10	gb|CM040290.1|	37692885	37693974	plus	99.174	62	GCA_022682495.2_derv_env	37692385	37694474
NC_027117.1_env_10	gb|CM040290.1|	63779161	63778072	minus	99.45	62	GCA_022682495.2_derv_env	63777572	63779661
NC_027117.1_gag_4	gb|CM040290.1|	63782429	63780243	minus	99.726	100	GCA_022682495.2_derv_gag	63779743	63782929
NC_027117.1_gag_4	gb|CM040290.1|	124693001	124695186	plus	99.268	100	GCA_022682495.2_derv_gag	124692501	124695686
NC_027117.1_env_10	gb|CM040290.1|	124696268	124697357	plus	99.633	62	GCA_022682495.2_derv_env	124695768	124697857
NC_027117.1_gag_4	gb|CM040290.1|	133009466	133011652	plus	99.588	100	GCA_022682495.2_derv_gag	133008966	133012152
NC_027117.1_env_10	gb|CM040290.1|	133012734	133013823	plus	99.541	62	GCA_022682495.2_derv_env	133012234	133014323
NC_027117.1_complete	gb|CM040291.1|	5574022	5580135	plus	98.792	60	GCA_022682495.2_derv_complete	5573522	5580635
NC_027117.1_gag_4	gb|CM040291.1|	5574585	5576771	plus	99.406	100	GCA_022682495.2_derv_gag	5574085	5577271
NC_027117.1_pol_8	gb|CM040291.1|	5577760	5580135	plus	99.158	100	GCA_022682495.2_derv_pol	5577260	5580635
NC_027117.1_env_10	gb|CM040291.1|	5580128	5581095	plus	98.864	55	GCA_022682495.2_derv_env	5579628	5581595
NC_027117.1_complete	gb|CM040291.1|	76631473	76637754	plus	98.338	60	GCA_022682495.2_derv_complete	76630973	76638254
NC_027117.1_gag_4	gb|CM040291.1|	76632009	76634195	plus	98.537	100	GCA_022682495.2_derv_gag	76631509	76634695
NC_027117.1_pol_8	gb|CM040291.1|	76635184	76637601	plus	99.793	100	GCA_022682495.2_derv_pol	76634684	76638101
NC_027117.1_env_10	gb|CM040291.1|	76638451	76639379	plus	98.708	55	GCA_022682495.2_derv_env	76637951	76639879
NC_027117.1_gag_4	gb|CM040292.1|	74968568	74970754	plus	99.497	100	GCA_022682495.2_derv_gag	74968068	74971254
NC_027117.1_env_10	gb|CM040292.1|	74971836	74972925	plus	99.45	62	GCA_022682495.2_derv_env	74971336	74973425
NC_027117.1_gag_4	gb|CM040292.1|	93287054	93289227	plus	98.172	100	GCA_022682495.2_derv_gag	93286554	93289727
NC_027117.1_env_10	gb|CM040292.1|	93290309	93291394	plus	99.355	62	GCA_022682495.2_derv_env	93289809	93291894
NC_027117.1_gag_4	gb|CM040293.1|	3586953	3588426	plus	99.525	100	GCA_022682495.2_derv_gag	3586453	3588926
NC_027117.1_env_10	gb|CM040293.1|	3589508	3590597	plus	99.358	62	GCA_022682495.2_derv_env	3589008	3591097
NC_027117.1_gag_4	gb|CM040293.1|	3651453	3652925	plus	99.321	100	GCA_022682495.2_derv_gag	3650953	3653425
NC_027117.1_env_10	gb|CM040293.1|	3654007	3655096	plus	99.541	62	GCA_022682495.2_derv_env	3653507	3655596
NC_027117.1_env_10	gb|CM040293.1|	19396328	19397208	plus	99.319	62	GCA_022682495.2_derv_env	19395828	19397708
NC_027117.1_env_10	gb|CM040293.1|	89544504	89543415	minus	99.358	62	GCA_022682495.2_derv_env	89542915	89545004
NC_027117.1_gag_4	gb|CM040293.1|	89547772	89545586	minus	99.543	100	GCA_022682495.2_derv_gag	89545086	89548272
NC_027117.1_env_10	gb|CM040293.1|	108163668	108162627	minus	99.616	62	GCA_022682495.2_derv_env	108162127	108164168
NC_027117.1_gag_4	gb|CM040293.1|	108164776	108163666	minus	99.46	100	GCA_022682495.2_derv_gag	108163166	108165276
NC_027117.1_env_10	gb|CM040293.1|	140735932	140734847	minus	99.266	62	GCA_022682495.2_derv_env	140734347	140736432
NC_027117.1_gag_4	gb|CM040293.1|	141832889	141835075	plus	99.314	100	GCA_022682495.2_derv_gag	141832389	141835575
NC_027117.1_env_10	gb|CM040293.1|	141836157	141837246	plus	99.266	62	GCA_022682495.2_derv_env	141835657	141837746
NC_027117.1_env_10	gb|CM040294.1|	31999797	31998713	minus	99.539	100	GCA_022682495.2_derv_env	31998213	32000297
NC_027117.1_gag_4	gb|CM040294.1|	32002736	32000551	minus	99.36	100	GCA_022682495.2_derv_gag	32000051	32003236
NC_027117.1_gag_4	gb|CM040294.1|	47912678	47914223	plus	99.291	100	GCA_022682495.2_derv_gag	47912178	47914723
NC_027117.1_env_10	gb|CM040294.1|	47914388	47916152	plus	98.757	100	GCA_022682495.2_derv_env	47913888	47916652
NC_027117.1_gag_4	gb|CM040294.1|	117969838	117972022	plus	99.314	100	GCA_022682495.2_derv_gag	117969338	117972522
NC_027117.1_env_10	gb|CM040294.1|	117972776	117973860	plus	99.539	100	GCA_022682495.2_derv_env	117972276	117974360
NC_027117.1_gag_4	gb|CM040294.1|	131345400	131343215	minus	99.314	100	GCA_022682495.2_derv_gag	131342715	131345900
NC_027117.1_env_10	gb|CM040295.1|	29053151	29052062	minus	99.358	62	GCA_022682495.2_derv_env	29051562	29053651
NC_027117.1_gag_4	gb|CM040295.1|	29056419	29054233	minus	99.543	100	GCA_022682495.2_derv_gag	29053733	29056919
NC_027117.1_gag_4	gb|CM040296.1|	11457086	11459269	plus	99.314	100	GCA_022682495.2_derv_gag	11456586	11459769
NC_027117.1_env_10	gb|CM040296.1|	11460022	11461108	plus	98.988	83	GCA_022682495.2_derv_env	11459522	11461608
NC_027117.1_gag_4	gb|CM040296.1|	14876006	14877856	plus	99.191	100	GCA_022682495.2_derv_gag	14875506	14878356
NC_027117.1_env_10	gb|CM040296.1|	92023487	92022020	minus	99.387	83	GCA_022682495.2_derv_env	92021520	92023987
NC_027117.1_gag_4	gb|CM040296.1|	92025678	92023552	minus	99.154	100	GCA_022682495.2_derv_gag	92023052	92026178
NC_027117.1_gag_4	gb|CM040297.1|	23805918	23808124	plus	98.37	100	GCA_022682495.2_derv_gag	23805418	23808624
NC_027117.1_env_10	gb|CM040297.1|	23809206	23810295	plus	99.266	62	GCA_022682495.2_derv_env	23808706	23810795
NC_027117.1_gag_4	gb|CM040297.1|	51886137	51888323	plus	99.406	100	GCA_022682495.2_derv_gag	51885637	51888823
NC_027117.1_env_10	gb|CM040297.1|	51889077	51890162	plus	99.355	62	GCA_022682495.2_derv_env	51888577	51890662
NC_027117.1_gag_4	gb|CM040298.1|	7934301	7936493	plus	98.906	100	GCA_022682495.2_derv_gag	7933801	7936993
NC_027117.1_env_10	gb|CM040298.1|	7937575	7938664	plus	99.541	62	GCA_022682495.2_derv_env	7937075	7939164
NC_027117.1_env_10	gb|CM040298.1|	13230237	13231322	plus	98.987	62	GCA_022682495.2_derv_env	13229737	13231822
NC_027117.1_env_10	gb|CM040300.1|	36126731	36125642	minus	99.45	62	GCA_022682495.2_derv_env	36125142	36127231
NC_027117.1_gag_4	gb|CM040300.1|	36129998	36127813	minus	99.451	100	GCA_022682495.2_derv_gag	36127313	36130498
NC_027117.1_env_10	gb|CM040301.1|	14449443	14448492	minus	97.521	62	GCA_022682495.2_derv_env	14447992	14449943
NC_027117.1_pol_8	gb|CM040301.1|	14451811	14449436	minus	99.242	98	GCA_022682495.2_derv_pol	14448936	14452311
NC_027117.1_complete	gb|CM040301.1|	14455550	14449436	minus	98.89	58	GCA_022682495.2_derv_complete	14448936	14456050
NC_027117.1_gag_4	gb|CM040301.1|	14454986	14452800	minus	99.497	100	GCA_022682495.2_derv_gag	14452300	14455486
NC_027117.1_gag_4	gb|CM040301.1|	65828658	65830844	plus	99.314	100	GCA_022682495.2_derv_gag	65828158	65831344
NC_027117.1_env_10	gb|CM040301.1|	65831926	65833013	plus	99.45	62	GCA_022682495.2_derv_env	65831426	65833513
NC_027117.1_env_10	gb|CM040301.1|	93385797	93384843	minus	97.934	62	GCA_022682495.2_derv_env	93384343	93386297
NC_027117.1_pol_8	gb|CM040301.1|	93388165	93385790	minus	99.2	98	GCA_022682495.2_derv_pol	93385290	93388665
NC_027117.1_complete	gb|CM040301.1|	93391902	93385790	minus	98.857	58	GCA_022682495.2_derv_complete	93385290	93392402
NC_027117.1_gag_4	gb|CM040301.1|	93391339	93389154	minus	99.451	100	GCA_022682495.2_derv_gag	93388654	93391839
NC_027117.1_env_10	gb|CM040301.1|	99946706	99945622	minus	99.539	62	GCA_022682495.2_derv_env	99945122	99947206
NC_027117.1_gag_4	gb|CM040301.1|	99948192	99946852	minus	99.329	100	GCA_022682495.2_derv_gag	99946352	99948692
NC_027117.1_LTR_1	gb|CM052540.1|	108692085	108692477	plus	93.165	100	GCA_028533065.1_derv_ltr	108691585	108692977
NC_027117.1_LTR_12	gb|CM052540.1|	108693043	108693920	plus	87.727	56	GCA_028533065.1_derv_ltr	108692543	108694420
NC_001514.1_env_11	gb|CM076298.2|	7517363	7517808	plus	77.455	79	GCA_038363175.3_smrv_env	7516863	7518308
NC_027117.1_env_10	gb|CM076298.2|	13149666	13150657	plus	94.864	100	GCA_038363175.3_derv_env	13149166	13151157
NC_027117.1_env_10	gb|CM076298.2|	26403191	26402198	minus	94.874	100	GCA_038363175.3_derv_env	26401698	26403691
NC_001514.1_env_11	gb|CM076298.2|	37693141	37692700	minus	77.201	79	GCA_038363175.3_smrv_env	37692200	37693641
NC_027117.1_gag_4	gb|CM076298.2|	37774655	37772973	minus	92.823	100	GCA_038363175.3_derv_gag	37772473	37775155
NC_001514.1_env_8	gb|CM076298.2|	41540588	41541514	plus	73.476	54	GCA_038363175.3_smrv_env	41540088	41542014
NC_001514.1_env_11	gb|CM076298.2|	41541073	41541514	plus	77.652	79	GCA_038363175.3_smrv_env	41540573	41542014
NC_027117.1_complete	gb|CM076298.2|	45718612	45710021	minus	92.858	82	GCA_038363175.3_derv_complete	45709521	45719112
NC_027117.1_env_10	gb|CM076298.2|	45712474	45710705	minus	94.523	100	GCA_038363175.3_derv_env	45710205	45712974
NC_027117.1_pol_8	gb|CM076298.2|	45714923	45712509	minus	95.031	99	GCA_038363175.3_derv_pol	45712009	45715423
NC_027117.1_gag_4	gb|CM076298.2|	45718071	45715915	minus	91.021	100	GCA_038363175.3_derv_gag	45715415	45718571
NC_027117.1_env_10	gb|CM076298.2|	70183630	70184617	plus	94.26	100	GCA_038363175.3_derv_env	70183130	70185117
NC_027117.1_env_10	gb|CM076298.2|	75212863	75213854	plus	94.763	100	GCA_038363175.3_derv_env	75212363	75214354
NC_001514.1_env_11	gb|CM076298.2|	80527052	80526605	minus	76.497	79	GCA_038363175.3_smrv_env	80526105	80527552
NC_027117.1_env_10	gb|CM076298.2|	93417953	93416961	minus	94.266	100	GCA_038363175.3_derv_env	93416461	93418453
NC_027117.1_env_10	gb|CM076298.2|	97986374	97985385	minus	94.562	100	GCA_038363175.3_derv_env	97984885	97986874
NC_001514.1_env_11	gb|CM076298.2|	138451560	138451113	minus	76.275	79	GCA_038363175.3_smrv_env	138450613	138452060
NC_027117.1_env_10	gb|CM076298.2|	148296607	148297598	plus	94.26	100	GCA_038363175.3_derv_env	148296107	148298098
NC_027117.1_LTR_1	gb|CM076298.2|	152073528	152073914	plus	93.606	100	GCA_038363175.3_derv_ltr	152073028	152074414
NC_027117.1_LTR_12	gb|CM076298.2|	152074487	152075335	plus	88.028	55	GCA_038363175.3_derv_ltr	152073987	152075835
NC_027117.1_env_10	gb|CM076298.2|	157487055	157488046	plus	94.763	100	GCA_038363175.3_derv_env	157486555	157488546
NC_027117.1_pol_8	gb|CM076298.2|	180641099	180643455	plus	80.975	99	GCA_038363175.3_derv_pol	180640599	180643955
NC_027117.1_env_10	gb|CM076298.2|	190714702	190715692	plus	94.657	100	GCA_038363175.3_derv_env	190714202	190716192
NC_027117.1_gag_4	gb|CM076298.2|	222012722	222014407	plus	93.298	100	GCA_038363175.3_derv_gag	222012222	222014907
NC_027117.1_env_10	gb|CM076299.2|	2992603	2993593	plus	94.663	100	GCA_038363175.3_derv_env	2992103	2994093
NC_027117.1_env_10	gb|CM076299.2|	11139567	11140558	plus	95.368	100	GCA_038363175.3_derv_env	11139067	11141058
NC_027117.1_env_10	gb|CM076299.2|	21135580	21136571	plus	95.468	100	GCA_038363175.3_derv_env	21135080	21137071
NC_001514.1_env_11	gb|CM076299.2|	31289601	31290048	plus	77.06	84	GCA_038363175.3_smrv_env	31289101	31290548
NC_027117.1_env_10	gb|CM076299.2|	53578271	53579262	plus	94.965	100	GCA_038363175.3_derv_env	53577771	53579762
NC_027117.1_env_10	gb|CM076299.2|	92200805	92199814	minus	95.065	100	GCA_038363175.3_derv_env	92199314	92201305
NC_001514.1_env_8	gb|CM076299.2|	108111010	108112032	plus	72.254	59	GCA_038363175.3_smrv_env	108110510	108112532
NC_001514.1_env_11	gb|CM076299.2|	108111584	108112032	plus	76.497	84	GCA_038363175.3_smrv_env	108111084	108112532
NC_027117.1_pol_8	gb|CM076299.2|	108223675	108226031	plus	80.72	99	GCA_038363175.3_derv_pol	108223175	108226531
NC_001514.1_env_11	gb|CM076299.2|	112240147	112239676	minus	76.371	84	GCA_038363175.3_smrv_env	112239176	112240647
